author_id:int,paper_id:int
9602022,9510086
9602022,9510161
9602022,9510169
9602022,9510209
9602022,9510225
9602022,9511080
9602022,9511164
9602022,9511222
9602022,9512077
9602022,9512181
9602022,9512196
9602022,9512219
9602022,9601036
9602022,9602010
9602114,9210127
9602114,9301042
9602114,9304104
9602114,9308083
9602114,9309097
9602114,9311042
9602114,9410167
9602114,9501030
9602114,9503124
9602114,9504090
9602114,9504145
9602114,9505105
9602114,9506112
9602114,9506156
9602114,9507012
9602114,9507050
9602114,9508107
9602114,9508155
9602114,9509106
9602114,9510093
9602114,9510142
9602114,9510225
9602114,9511030
9602114,9511171
9602114,9512129
9602114,9512178
9602114,9512181
9602114,9601014
9602114,9601036
9602114,9601108
9602114,9602022
9602114,9602049
9602114,9602064
9602114,9602097
9602114,9602118
9603003,9210127
9603003,9304104
9603003,9506057
9603003,9507121
9603003,9510209
9603003,9511030
9603003,9512053
9603003,9512059
9603003,9512219
9603003,9601036
9603003,9601038
9603003,9602010
9603003,9602022
9603003,9602030
9603003,9602070
9603003,9602097
9603003,9602098
9603003,9602114
9603003,9602118
9603003,9602120
9603150,9301042
9603150,9309097
9603150,9404060
9603150,9503124
9603150,9505053
9603150,9505105
9603150,9506126
9603150,9506144
9603150,9507012
9603150,9507121
9603150,9507158
9603150,9511108
9603150,9511157
9603150,9511171
9603150,9512059
9603150,9601014
9603150,9601036
9603150,9601108
9603150,9602022
9603150,9602097
9603150,9602102
9603150,9602114
9603150,9602118
9603150,9602120
9603150,9603003
9603150,9603037
9603161,9210127
9603161,9301042
9603161,9304104
9603161,9309097
9603161,9504090
9603161,9504145
9603161,9505062
9603161,9505162
9603161,9507121
9603161,9508143
9603161,9508154
9603161,9510086
9603161,9510142
9603161,9510209
9603161,9510225
9603161,9511204
9603161,9511222
9603161,9512053
9603161,9512077
9603161,9512078
9603161,9601014
9603161,9601036
9603161,9601108
9603161,9602010
9603161,9602022
9603161,9602030
9603161,9602070
9603161,9602097
9603161,9602114
9603161,9602120
9603161,9603003
9603161,9603037
9603167,9406032
9603167,9408074
9603167,9509151
9603167,9510017
9603167,9510142
9603167,9510161
9603167,9510225
9603167,9511026
9603167,9511030
9603167,9511088
9603167,9511222
9603167,9512077
9603167,9601029
9603167,9601038
9603167,9601162
9603167,9602052
9605184,9210127
9605184,9501030
9605184,9503124
9605184,9507050
9605184,9510017
9605184,9510161
9605184,9510169
9605184,9510209
9605184,9511030
9605184,9512077
9605184,9601036
9605184,9601038
9605184,9602022
9605184,9602052
9605184,9602097
9605184,9602114
9605184,9602120
9605184,9603003
9605184,9603037
9605184,9603142
9605184,9603161
9605184,9603167
9605222,9301042
9605222,9308083
9605222,9308122
9605222,9309097
9605222,9309110
9605222,9403054
9605222,9406090
9605222,9409110
9605222,9412117
9605222,9412236
9605222,9501111
9605222,9502012
9605222,9503124
9605222,9503212
9605222,9504090
9605222,9504145
9605222,9507012
9605222,9507121
9605222,9510055
9605222,9510225
9605222,9511030
9605222,9601036
9605222,9605036
9606017,9402044
9606017,9408099
9606017,9503124
9606017,9511030
9606017,9512077
9606017,9602022
9606017,9602052
9606017,9602120
9606017,9603003
9606017,9603081
9606017,9603127
9606017,9604198
9606017,9605150
9606017,9605199
9606040,9406178
9606040,9507158
9606040,9508155
9606040,9510227
9606040,9512062
9606040,9603150
9607163,9407087
9607163,9408099
9607163,9507158
9607163,9603042
9607163,9605150
9607163,9605199
9607163,9606017
9607207,9407087
9607207,9408099
9607207,9411149
9607207,9508107
9607207,9512077
9607207,9602167
9607207,9603042
9607207,9605150
9607207,9605199
9607207,9606017
9607207,9607163
9608086,9407087
9608086,9408099
9608086,9507158
9608086,9509132
9608086,9601014
9608086,9601108
9608086,9606017
9608086,9607163
9608086,9608039
9608086,9608079
9609070,9504145
9609070,9506144
9609070,9507158
9609070,9510169
9609070,9601108
9609070,9602052
9609070,9602102
9609070,9603042
9609070,9603150
9609070,9603161
9609070,9604097
9609070,9605154
9609070,9606017
9609070,9608039
9609070,9608111
9609071,9510169
9609071,9510209
9609071,9510225
9609071,9511108
9609071,9511164
9609071,9511171
9609071,9601014
9609071,9601108
9609071,9602022
9609071,9602052
9609071,9602114
9609071,9602120
9609071,9603003
9609071,9603142
9609071,9603150
9609071,9603161
9609071,9604198
9609071,9605131
9609071,9605150
9609071,9605154
9609071,9605199
9609071,9605200
9609071,9606044
9609071,9606086
9609071,9607020
9609071,9607139
9609071,9608024
9609071,9608047
9609071,9608109
9609071,9608111
9609239,9301042
9609239,9305142
9609239,9308122
9609239,9407087
9609239,9408099
9609239,9410167
9609239,9412236
9609239,9503124
9609239,9504034
9609239,9504145
9609239,9505053
9609239,9505105
9609239,9505162
9609239,9506110
9609239,9506112
9609239,9507012
9609239,9507050
9609239,9507115
9609239,9507121
9609239,9507151
9609239,9507153
9609239,9508107
9609239,9508155
9609239,9509042
9609239,9509161
9609239,9510017
9609239,9510106
9609239,9510225
9609239,9510234
9609239,9511108
9609239,9511171
9609239,9511222
9609239,9601014
9609239,9601108
9609239,9602051
9609239,9602118
9609239,9603108
9609239,9605200
9609239,9606086
9609239,9608194
9609239,9609071
9611137,9210127
9611137,9302103
9611137,9305139
9611137,9401139
9611137,9402002
9611137,9402032
9611137,9404151
9611137,9407087
9611137,9408099
9611137,9410167
9611137,9412115
9611137,9501030
9611137,9503124
9611137,9504047
9611137,9504090
9611137,9504145
9611137,9505025
9611137,9505054
9611137,9505105
9611137,9505162
9611137,9506048
9611137,9506110
9611137,9506112
9611137,9507012
9611137,9507027
9611137,9507050
9611137,9507115
9611137,9507121
9611137,9507151
9611137,9507153
9611137,9508094
9611137,9508143
9611137,9508144
9611137,9508154
9611137,9508155
9611137,9510017
9611137,9510093
9611137,9510182
9611137,9510209
9611137,9510225
9611137,9510234
9611137,9511030
9611137,9511077
9611137,9511164
9611137,9512016
9611137,9512053
9611137,9512226
9611137,9601036
9611137,9601038
9611137,9601108
9611137,9602022
9611137,9602114
9611137,9602118
9611137,9603003
9611137,9603161
9611137,9603167
9611137,9603170
9611137,9604034
9611137,9605131
9611137,9605150
9611137,9605184
9611137,9605200
9611137,9606040
9611137,9606086
9611137,9609161
9612108,9503124
9612108,9505105
9612108,9505162
9612108,9507012
9612108,9507121
9612108,9510209
9612108,9510225
9612108,9511030
9612108,9601038
9612108,9601108
9612108,9602022
9612108,9602030
9612108,9602114
9612108,9602118
9612108,9603003
9612108,9603161
9612108,9604129
9612108,9605131
9612108,9605150
9612108,9605184
9612108,9605200
9612108,9606086
9612108,9606165
9612108,9610111
9612108,9611137
9701162,9602065
9701162,9602114
9701162,9603150
9701162,9603161
9701162,9604030
9701162,9605053
9701162,9605131
9701162,9605150
9701162,9605200
9701162,9606086
9701162,9606122
9701162,9606148
9701162,9607091
9701162,9607105
9701162,9608194
9701162,9609070
9701162,9609071
9701162,9610195
9701162,9610251
9701162,9611090
9701162,9612052
9701162,9701015
9701162,9701023
9701162,9701147
9702094,9402044
9702094,9407087
9702094,9408099
9702094,9411048
9702094,9411149
9702094,9503115
9702094,9503179
9702094,9505006
9702094,9505062
9702094,9505075
9702094,9505082
9702094,9505100
9702094,9505105
9702094,9506098
9702094,9507013
9702094,9507018
9702094,9507032
9702094,9507169
9702094,9508155
9702094,9510148
9702094,9510228
9702094,9511154
9702094,9603042
9702094,9603086
9702094,9603136
9702094,9603158
9702094,9604034
9702094,9605150
9702094,9605199
9702094,9607076
9702094,9607202
9702094,9610132
9702094,9611190
9702094,9611197
9702094,9612052
9702094,9612114
9702094,9612207
9702155,9203084
9702155,9204060
9702155,9205004
9702155,9205041
9702155,9301042
9702155,9304026
9702155,9309097
9702155,9311042
9702155,9401139
9702155,9407087
9702155,9409110
9702155,9410167
9702155,9502072
9702155,9503124
9702155,9504090
9702155,9504145
9702155,9505062
9702155,9505105
9702155,9507158
9702155,9509049
9702155,9509132
9702155,9510017
9702155,9510135
9702155,9510169
9702155,9510225
9702155,9511230
9702155,9606040
9702155,9606112
9702155,9609070
9702155,9609071
9702198,9309097
9702198,9506144
9702198,9510182
9702198,9510225
9702198,9511030
9702198,9511171
9702198,9601014
9702198,9601108
9702198,9602102
9702198,9602114
9702198,9602120
9702198,9603003
9702198,9603037
9702198,9603042
9702198,9603150
9702198,9603161
9702198,9603167
9702198,9604097
9702198,9604198
9702198,9605131
9702198,9605154
9702198,9605199
9702198,9605200
9702198,9606008
9702198,9606086
9702198,9608111
9702198,9609070
9702198,9609071
9702198,9609161
9702198,9609219
9702198,9610251
9703082,9204035
9703082,9207091
9703082,9210068
9703082,9407087
9703082,9408036
9703082,9408099
9703082,9411048
9703082,9502072
9703082,9504102
9703082,9505097
9703082,9507008
9703082,9509161
9703082,9509175
9703082,9509176
9703082,9510074
9703082,9511180
9703082,9512005
9703082,9512006
9703082,9512139
9703082,9603004
9703082,9604062
9703082,9605032
9703082,9606043
9703082,9606073
9703082,9607032
9703082,9608183
9703082,9609059
9703082,9611112
9703082,9611188
9703082,9612105
9703166,9407087
9703166,9411048
9703166,9411057
9703166,9501068
9703166,9505035
9703166,9505062
9703166,9505075
9703166,9505100
9703166,9506011
9703166,9507158
9703166,9509161
9703166,9509162
9703166,9510101
9703166,9511222
9703166,9512059
9703166,9512062
9703166,9604034
9703166,9608085
9703166,9611230
9703166,9612131
9703166,9702014
9703166,9702154
9704097,9204060
9704097,9205004
9704097,9412117
9704097,9505105
9704097,9505162
9704097,9506024
9704097,9506075
9704097,9506110
9704097,9506112
9704097,9507050
9704097,9507113
9704097,9507115
9704097,9508155
9704097,9509146
9704097,9511030
9704097,9602114
9704097,9603161
9704097,9603170
9704097,9605131
9704097,9605200
9704097,9606133
9704097,9610111
9704097,9610154
9704097,9612108
9704097,9701023
9704097,9701147
9704097,9701165
9704097,9701175
9704097,9703007
9704097,9703148
9705030,9310035
9705030,9507012
9705030,9507121
9705030,9510135
9705030,9510209
9705030,9511030
9705030,9512059
9705030,9512077
9705030,9512219
9705030,9601038
9705030,9602030
9705030,9603003
9705030,9603167
9705030,9604129
9705030,9604178
9705030,9605184
9705030,9606165
9705030,9606176
9705030,9607019
9705030,9607057
9705030,9607229
9705030,9608053
9705030,9611050
9705030,9612108
9705030,9612126
9705030,9702038
9705044,9304104
9705044,9310035
9705044,9507012
9705044,9510135
9705044,9510209
9705044,9511030
9705044,9512053
9705044,9512077
9705044,9601036
9705044,9601038
9705044,9602120
9705044,9603003
9705044,9603037
9705044,9603167
9705044,9604129
9705044,9605030
9705044,9605184
9705044,9607019
9705044,9608053
9705044,9609159
9705044,9609161
9705044,9610140
9705044,9612108
9705044,9612126
9705044,9702038
9705044,9703098
9705044,9703167
9705104,9301042
9705104,9503124
9705104,9505105
9705104,9507012
9705104,9507121
9705104,9510234
9705104,9511030
9705104,9602022
9705104,9602114
9705104,9603003
9705104,9603161
9705104,9603167
9705104,9605131
9705104,9605184
9705104,9605200
9705104,9606008
9705104,9606086
9705104,9609111
9705104,9609159
9705104,9609161
9705104,9610111
9705104,9611137
9705104,9611230
9705104,9612108
9705104,9701129
9705104,9701162
9705104,9701165
9705104,9702038
9705104,9702061
9705104,9703098
9705104,9703167
9705104,9704097
9705104,9705030
9705104,9705044
9705220,9409188
9705220,9501030
9705220,9503124
9705220,9504090
9705220,9504145
9705220,9506011
9705220,9509175
9705220,9510225
9705220,9511164
9705220,9601014
9705220,9601108
9705220,9603003
9705220,9603042
9705220,9604034
9705220,9605154
9705220,9605200
9705220,9606040
9705220,9606086
9705220,9607207
9705220,9608039
9705220,9608047
9705220,9608086
9705220,9609070
9705220,9609071
9705220,9609239
9705220,9610076
9705220,9610111
9705220,9610251
9705220,9611063
9705220,9611090
9705220,9611201
9705220,9611230
9705220,9612052
9705220,9612085
9705220,9612131
9705220,9701015
9705220,9701162
9705220,9702014
9705220,9702038
9705220,9702154
9705220,9702180
9705220,9702198
9705220,9703100
9705220,9703110
9705220,9703166
9705220,9703167
9705220,9703210
9705220,9704043
9705220,9704044
9705220,9704061
9705220,9704104
9705220,9704170
9705220,9705004
9705220,9705030
9705220,9705044
9705220,9705104
9706005,9410167
9706005,9503124
9706005,9504027
9706005,9504047
9706005,9505105
9706005,9505162
9706005,9511030
9706005,9602114
9706005,9603003
9706005,9603161
9706005,9605184
9706005,9606040
9706005,9612108
9706005,9704097
9706005,9705104
9707014,9404151
9707014,9503124
9707014,9505025
9707014,9507158
9707014,9510209
9707014,9511222
9707014,9602022
9707014,9602114
9707014,9602120
9707014,9603003
9707014,9603161
9707014,9609176
9707014,9610043
9707014,9611137
9707014,9701162
9707014,9701165
9707014,9705104
9707014,9705113
9707014,9705175
9707014,9706155
9707042,9503124
9707042,9506052
9707042,9507121
9707042,9510135
9707042,9510225
9707042,9511164
9707042,9512059
9707042,9512062
9707042,9601003
9707042,9602077
9707042,9610043
9707042,9702136
9707042,9704089
9707042,9705162
9707042,9705212
9707042,9706117
9707042,9706144
9707042,9706207
9707049,9505105
9707049,9505162
9707049,9506110
9707049,9506112
9707049,9507050
9707049,9508155
9707049,9511030
9707049,9601108
9707049,9602114
9707049,9603161
9707049,9603170
9707049,9605131
9707049,9605154
9707049,9605200
9707049,9606008
9707049,9606086
9707049,9606133
9707049,9607207
9707049,9609239
9707049,9610154
9707049,9611137
9707049,9701175
9707049,9703148
9707049,9704097
9707049,9705220
9710230,9201059
9710230,9504090
9710230,9507158
9710230,9510017
9710230,9511222
9710230,9512077
9710230,9605033
9710230,9609017
9710230,9610234
9710230,9710206
9711036,9301042
9711036,9309097
9711036,9309110
9711036,9406091
9711036,9502012
9711036,9503212
9711036,9507121
9711036,9601036
9711036,9605222
9711036,9606040
9711036,9609167
9711036,9611172
9711036,9701162
9711036,9701165
9711036,9702199
9711036,9705104
9711036,9705174
9711036,9705210
9711036,9709178
9711036,9709193
9711036,9710021
9711036,9710031
9711036,9711013
9711104,9505054
9711104,9506048
9711104,9507027
9711104,9508144
9711104,9509161
9711104,9611092
9711104,9701162
9712028,9309124
9712028,9401139
9712028,9407087
9712028,9408099
9712028,9506048
9712028,9511030
9712028,9601038
9712028,9602022
9712028,9602052
9712028,9604129
9712028,9604178
9712028,9605150
9712028,9605184
9712028,9605199
9712028,9606017
9712028,9606165
9712028,9607163
9712028,9611050
9712028,9611092
9712028,9612108
9712028,9703157
9712028,9705104
9712028,9707123
9712028,9708118
9712028,9711104
9712028,9711201
9712042,9309140
9712042,9408099
9712042,9510101
9712042,9512043
9712042,9607163
9712042,9703082
9712042,9709180
9802194,9404151
9802194,9505025
9802194,9505105
9802194,9505162
9802194,9507158
9802194,9510142
9802194,9510234
9802194,9511030
9802194,9602114
9802194,9603161
9802194,9605131
9802194,9609017
9802194,9611137
9802194,9701162
9802194,9701165
9802194,9705104
9802194,9707014
9802194,9711104
9802194,9712023
9802194,9712028
9802194,9801057
9802194,9802093
9805056,9506048
9805056,9507027
9805056,9602114
9805056,9603161
9805056,9701162
9805056,9701165
9805056,9705104
9805056,9707014
9805056,9711104
9805056,9711162
9805056,9711165
9805056,9712028
9805056,9802093
9805206,9503124
9805206,9511030
9805206,9512053
9805206,9602114
9805206,9603003
9805206,9603161
9805206,9603167
9805206,9605131
9805206,9605184
9805206,9611137
9805206,9612108
9805206,9701162
9805206,9702038
9805206,9705030
9805206,9705044
9805206,9705104
9805206,9801057
9805206,9802194
9805206,9805056
9805206,9805189
9806094,9404151
9806094,9505105
9806094,9507012
9806094,9507121
9806094,9510182
9806094,9602114
9806094,9603003
9806094,9603161
9806094,9605033
9806094,9605131
9806094,9605222
9806094,9606040
9806094,9611137
9806094,9701162
9806094,9701165
9806094,9705104
9806094,9712023
9806094,9801057
9806094,9802093
9806094,9802194
9806094,9805206
9810188,9309124
9810188,9403040
9810188,9510017
9810188,9511030
9810188,9511194
9810188,9511222
9810188,9512077
9810188,9601038
9810188,9603167
9810188,9604091
9810188,9604156
9810188,9605033
9810188,9605184
9810188,9612215
9810188,9703157
9810188,9704006
9810188,9708147
9810188,9710206
9810188,9710230
9810188,9711162
9810188,9803194
9810188,9805019
9810188,9805112
9810188,9805170
9810188,9806155
9810188,9807138
9810188,9807235
9810188,9808141
9810188,9809111
9810188,9810163
9811217,9309097
9811217,9402119
9811217,9407087
9811217,9408099
9811217,9412117
9811217,9505054
9811217,9507050
9811217,9508155
9811217,9511030
9811217,9601036
9811217,9601108
9811217,9602022
9811217,9602114
9811217,9603161
9811217,9603170
9811217,9604030
9811217,9604034
9811217,9604198
9811217,9605033
9811217,9605053
9811217,9605150
9811217,9605184
9811217,9605200
9811217,9605222
9811217,9606086
9811217,9606122
9811217,9607207
9811217,9608194
9811217,9609239
9811217,9610154
9811217,9610162
9811217,9611063
9811217,9611201
9811217,9612108
9811217,9701023
9811217,9701147
9811217,9701162
9811217,9701165
9811217,9701175
9811217,9702061
9811217,9704097
9811217,9705030
9811217,9705044
9811217,9705104
9811217,9705174
9811217,9705220
9811217,9706005
9811217,9706110
9811217,9706226
9811217,9711013
9811217,9801139
9811217,9802194
9811217,9802202
9811217,9803224
9811217,9804176
9811217,9805189
9811217,9806094
9811217,9807096
9905036,9308083
9905036,9311042
9905036,9404060
9905036,9404151
9905036,9407087
9905036,9502072
9905036,9504006
9905036,9504034
9905036,9505025
9905036,9505105
9905036,9506112
9905036,9507151
9905036,9508155
9905036,9602022
9905036,9602154
9905036,9609111
9905036,9611137
9905036,9712042
9907041,9405012
9907041,9507158
9907041,9605184
9907041,9808141
9908007,9210068
9908007,9308083
9908007,9310067
9908007,9403096
9908007,9403187
9908007,9410167
9908007,9503124
9908007,9504081
9908007,9505105
9908007,9505162
9908007,9506194
9908007,9507158
9908007,9508091
9908007,9510106
9908007,9510182
9908007,9512139
9908007,9608039
9908007,9608079
9908007,9610151
9908007,9706195
9908007,9707013
9908007,9707044
9908007,9801009
9908007,9806140
9908007,9812170
9908007,9901126
9908007,9901137
9908144,9401139
9908144,9503124
9908144,9510017
9908144,9510135
9908144,9510169
9908144,9511030
9908144,9601038
9908144,9602022
9908144,9604178
9908144,9604198
9908144,9610148
9908144,9610249
9908144,9611050
9908144,9611159
9908144,9611173
9908144,9612080
9908144,9708147
9908144,9709027
9908144,9710230
9908144,9711098
9908144,9711200
9908144,9712028
9908144,9712086
9908144,9803194
9908144,9805019
9908144,9805170
9908144,9806155
9908144,9808141
9908144,9809111
9908144,9810188
